DocumentName,ColorNumber,RGB1,RGB2,Number_of_caracter,Area,Area_of_letter,Proportion_of_area_letter,Target
TSP_SRT_Tome3_WEB-54.jpeg,15,"(255, 250, 250)","(255, 228, 225)",3733,21972210,3824681,0.17,0
7750-63.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4650,24171498,4904069,0.2,0
guide_plan_climat_energie_albi_1-59.jpeg,16,"(255, 250, 250)","(230, 230, 250)",2072,24177345,14902041,0.62,0
7750-146.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3184,24171498,3766039,0.16,0
7750-209.jpeg,13,"(255, 250, 250)","(230, 230, 250)",3919,24171498,4260307,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-127.jpeg,7,"(248, 248, 255)","(255, 250, 250)",3621,24175632,4868695,0.2,0
Apple_SR_2020_Progress_Report_FR-105.jpeg,3,"(255, 250, 250)","(248, 248, 255)",718,23375000,772317,0.03,0
Apple_SR_2020_Progress_Report_FR-81.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1986,23375000,2506315,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-71.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4328,24175632,5426501,0.22,0
vol1_gicc-22.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3664,24163936,13184179,0.55,0
HADOPI_RA_2014-2015-121.jpeg,24,"(230, 230, 250)","(248, 248, 255)",2893,21972210,5179465,0.24,0
Risques et pollution Programme immo  Clichy-10.jpeg,13,"(255, 250, 250)","(230, 230, 250)",5473,24171498,7889452,0.33,0
HADOPI_RA_2014-2015-147.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3555,21972210,3396696,0.15,0
TSP_SRT_Tome3_WEB-42.jpeg,45,"(255, 250, 250)","(230, 230, 250)",2867,21972210,5428534,0.25,0
ONERC_Rapport_2010_villes_et_adaptation-119.jpeg,8,"(255, 250, 250)","(230, 230, 250)",3322,24175632,4486220,0.19,0
HADOPI_RA_2014-2015-58.jpeg,15,"(255, 250, 250)","(230, 230, 250)",3259,21972210,3067952,0.14,0
Diagnostics programme immo L'Etang la ville-4.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1225,24171498,6108929,0.25,0
immobilier Upside L'atelier -3.jpeg,8,"(230, 230, 250)","(255, 240, 245)",4874,24171498,2527655,0.1,0
immobilier Upside L'atelier  2-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2672,24171498,2455133,0.1,0
7750-135.jpeg,18,"(250, 240, 230)","(255, 250, 250)",3470,24171498,4265529,0.18,0
WebbMediaKit-19.jpeg,5,"(230, 230, 250)","(255, 250, 250)",3600,23375000,4959012,0.21,0
plan-actions-climat-energie-bd-111.jpeg,25,"(230, 230, 250)","(47, 79, 79)",2202,24171498,6354697,0.26,0
vol1_gicc-60.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3500,24163936,6579695,0.27,0
ONERC_Rapport_2010_villes_et_adaptation-49.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2323,24175632,2914577,0.12,0
7750-126.jpeg,21,"(255, 250, 250)","(248, 248, 255)",2757,24171498,5209096,0.22,0
guide_plan_climat_energie_albi_1-25.jpeg,17,"(255, 250, 250)","(240, 255, 255)",769,24177345,4104743,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-62.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4452,24175632,5567639,0.23,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-11.jpeg,15,"(230, 230, 250)","(255, 250, 250)",2893,21972210,8028099,0.37,0
7750-221.jpeg,0,,,1,24171498,0,0.0,0
guide_plan_climat_energie_albi_1-9.jpeg,8,"(230, 230, 250)","(255, 250, 250)",1653,24177345,5160901,0.21,0
7750-57.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3650,24171498,3949723,0.16,0
Apple_SR_2020_Progress_Report_FR-4.jpeg,2,"(230, 230, 250)","(248, 248, 255)",2392,23375000,2876098,0.12,0
ONERC_Rapport_2010_villes_et_adaptation-17.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4969,24175632,9543586,0.39,0
Apple_SR_2020_Progress_Report_FR-93.jpeg,3,"(230, 230, 250)","(255, 250, 250)",1347,23375000,1759201,0.08,0
adaptation-changement-climatique-fiches-collectivites-5.jpeg,26,"(135, 206, 235)","(175, 238, 238)",3215,24175632,4282474,0.18,0
plan-actions-climat-energie-bd-123.jpeg,27,"(255, 250, 250)","(230, 230, 250)",1221,24171498,2214067,0.09,0
7750-75.jpeg,11,"(255, 250, 250)","(230, 230, 250)",3808,24171498,4171977,0.17,0
7750-102.jpeg,19,"(245, 222, 179)","(255, 250, 250)",187,24171498,7225408,0.3,0
adaptation-changement-climatique-fiches-collectivites-26.jpeg,28,"(135, 206, 235)","(102, 205, 170)",3591,24175632,7032797,0.29,0
plan-actions-climat-energie-bd-45.jpeg,34,"(230, 230, 250)","(255, 250, 250)",3079,24171498,6071235,0.25,0
Risques et pollution Programme immo  Clichy-20.jpeg,3,"(255, 250, 250)","(230, 230, 250)",443,24171498,645709,0.03,0
HADOPI_RA_2014-2015-108.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4318,21972210,4031227,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-112.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2726,24175632,3409105,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-46.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4769,24175632,5962758,0.25,0
7750-203.jpeg,25,"(255, 250, 250)","(245, 255, 250)",1455,24163936,22786886,0.94,0
guide_plan_climat_energie_albi_1-62.jpeg,15,"(255, 250, 250)","(230, 230, 250)",1623,24177345,9356802,0.39,0
7750-123.jpeg,20,"(255, 250, 250)","(250, 240, 230)",3344,24171498,4296041,0.18,0
Risques et pollution Programme immo  Clichy-24.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2234,24171498,3683734,0.15,0
vol1_gicc-46.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3440,24163936,5584760,0.23,0
7750-179.jpeg,25,"(255, 250, 250)","(230, 230, 250)",2975,24163936,11874630,0.49,0
ONERC_Rapport_2010_villes_et_adaptation-53.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2901,23375000,14502641,0.62,0
TSP_SRT_Tome3_WEB-13.jpeg,50,"(255, 250, 250)","(250, 240, 230)",2520,21972210,7145451,0.33,0
HADOPI_RA_2014-2015-26.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2807,21972210,2596930,0.12,0
vol1_gicc-35.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3828,24163936,6317153,0.26,0
HADOPI_RA_2014-2015-55.jpeg,20,"(255, 250, 250)","(230, 230, 250)",2670,21972210,3200862,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-90.jpeg,7,"(248, 248, 255)","(255, 250, 250)",3255,24175632,4611197,0.19,0
7750-66.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3532,24171498,3754413,0.16,0
plan-actions-climat-energie-bd-4.jpeg,30,"(100, 149, 237)","(189, 183, 107)",412,24171498,25186492,1.04,0
HADOPI_RA_2014-2015-14.jpeg,42,"(255, 250, 250)","(188, 143, 143)",840,21972210,11423367,0.52,0
TSP_SRT_Tome3_WEB-29.jpeg,27,"(250, 240, 230)","(47, 79, 79)",2733,21972210,7583484,0.35,0
adapter_son_territoire_au_changement_climatique_Guide-5.jpeg,43,"(255, 250, 250)","(230, 230, 250)",1615,17790880,10027428,0.56,0
plan-actions-climat-energie-bd-15.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1533,24171498,1498275,0.06,0
7750-195.jpeg,14,"(245, 255, 250)","(102, 205, 170)",93,24163936,1877974,0.08,0
Diagnostics programme immo L'Etang la ville-3.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1037,24171498,875735,0.04,0
TSP_SRT_Tome3_WEB-40.jpeg,25,"(255, 250, 250)","(248, 248, 255)",3159,21972210,3729752,0.17,0
HADOPI_RA_2014-2015-159.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4052,21972210,3505185,0.16,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-25.jpeg,16,"(255, 250, 250)","(230, 230, 250)",2142,21972210,7085977,0.32,0
ONERC_Rapport_2010_villes_et_adaptation-100.jpeg,17,"(230, 230, 250)","(255, 250, 250)",3415,24175632,4240034,0.18,0
WebbMediaKit-43.jpeg,22,"(47, 79, 79)","(230, 230, 250)",1830,23375000,9834754,0.42,0
Apple_SR_2020_Progress_Report_FR-77.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2225,23375000,3343505,0.14,0
JWSTScienceFunPad-30.jpeg,5,"(230, 230, 250)","(255, 250, 250)",268,11687500,6405077,0.55,0
7750-101.jpeg,0,,,1,24171498,0,0.0,0
vol1_gicc-38.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3785,24163936,6419592,0.27,0
7750-54.jpeg,7,"(255, 250, 250)","(230, 230, 250)",4935,24171498,5356294,0.22,0
7750-99.jpeg,9,"(255, 250, 250)","(230, 230, 250)",3228,24171498,3570428,0.15,0
7750-61.jpeg,6,"(255, 250, 250)","(230, 230, 250)",3453,24171498,3779532,0.16,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-26.jpeg,17,"(250, 240, 230)","(255, 250, 250)",2614,21972210,9570543,0.44,0
vol1_gicc-61.jpeg,6,"(255, 250, 250)","(230, 230, 250)",3304,24163936,6023083,0.25,0
7750-45.jpeg,5,"(230, 230, 250)","(255, 250, 250)",4363,24171498,4706334,0.19,0
Apple_SR_2020_Progress_Report_FR-86.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1630,23375000,2437778,0.1,0
plan-actions-climat-energie-bd-50.jpeg,8,"(245, 255, 250)","(240, 255, 255)",736,24171498,1646199,0.07,0
7750-165.jpeg,0,,,1,24171498,0,0.0,0
HADOPI_RA_2014-2015-135.jpeg,12,"(255, 250, 250)","(255, 240, 245)",1643,21972210,3520188,0.16,0
ONERC_Rapport_2010_villes_et_adaptation-87.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4047,24175632,7038543,0.29,0
plan-actions-climat-energie-bd-78.jpeg,7,"(230, 230, 250)","(250, 240, 230)",1585,24171498,2671933,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-15.jpeg,23,"(248, 248, 255)","(255, 250, 250)",2724,24175632,4667650,0.19,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-12.jpeg,32,"(85, 107, 47)","(230, 230, 250)",2975,21972210,13321797,0.61,0
ONERC_Rapport_2010_villes_et_adaptation-91.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4349,24175632,8520058,0.35,0
Risques et pollution Programme immo  Clichy-27.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2156,24171498,3560303,0.15,0
vol1_gicc-1.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4702,24163936,4796177,0.2,0
HADOPI_RA_2014-2015-120.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4016,21972210,3858923,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-11.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4053,24175632,5188671,0.21,0
7750-161.jpeg,0,,,1,24171498,0,0.0,0
7750-172.jpeg,25,"(255, 250, 250)","(230, 230, 250)",4151,24163936,12510569,0.52,0
JWSTScienceFunPad-46.jpeg,3,"(255, 250, 250)","(230, 230, 250)",252,11687500,538716,0.05,0
7750-173.jpeg,24,"(255, 250, 250)","(230, 230, 250)",2243,24163936,22953809,0.95,0
7750-169.jpeg,26,"(255, 250, 250)","(230, 230, 250)",3687,24163936,12206424,0.51,0
7750-107.jpeg,15,"(255, 250, 250)","(250, 240, 230)",2419,24171498,5943641,0.25,0
7750-74.jpeg,15,"(255, 250, 250)","(250, 240, 230)",1573,24171498,2609351,0.11,0
adapter_son_territoire_au_changement_climatique_Guide-53.jpeg,4,"(60, 179, 113)","(50, 205, 50)",7223,17790880,4877149,0.27,0
Apple_SR_2020_Progress_Report_FR-26.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2073,23375000,2858547,0.12,0
ONERC_Rapport_2010_villes_et_adaptation-54.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3716,23375000,4789874,0.2,0
7750-219.jpeg,11,"(255, 250, 250)","(250, 240, 230)",1323,24171498,1858456,0.08,0
7750-125.jpeg,21,"(255, 250, 250)","(230, 230, 250)",2372,24171498,4906811,0.2,0
7750-163.jpeg,4,"(255, 250, 250)","(248, 248, 255)",88,24171498,141610,0.01,0
7750-41.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3765,24171498,3995400,0.17,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-6.jpeg,15,"(255, 250, 250)","(253, 245, 230)",992,21972210,1912077,0.09,0
guide_plan_climat_energie_albi_1-68.jpeg,16,"(255, 250, 250)","(230, 230, 250)",1872,24177345,13680895,0.57,0
adapter_son_territoire_au_changement_climatique_Guide-37.jpeg,6,"(245, 255, 250)","(240, 255, 240)",3294,17790880,3297939,0.19,0
adapter_son_territoire_au_changement_climatique_Guide-13.jpeg,15,"(245, 255, 250)","(255, 250, 250)",1691,17790880,4598347,0.26,0
WebbMediaKit-46.jpeg,23,"(255, 250, 250)","(230, 230, 250)",2171,23375000,4176729,0.18,0
HADOPI_RA_2014-2015-54.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4405,21972210,3391294,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-85.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4349,24175632,5550484,0.23,0
7750-213.jpeg,0,,,1,24171498,0,0.0,0
Diagnostics programme immo L'Etang la ville-31.jpeg,3,"(255, 250, 250)","(230, 230, 250)",8489,24171498,7101333,0.29,0
vol1_gicc-52.jpeg,3,"(255, 250, 250)","(255, 250, 250)",3535,24163936,0,0.0,0
Diagnostics programme immo L'Etang la ville-32.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7281,24171498,6997591,0.29,0
7750-110.jpeg,9,"(255, 250, 250)","(230, 230, 250)",1942,24171498,2254677,0.09,0
7750-154.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2295,24171498,4497446,0.19,0
plan-actions-climat-energie-bd-140.jpeg,3,"(255, 250, 250)","(230, 230, 250)",688,24171498,589670,0.02,0
7750-83.jpeg,18,"(255, 250, 250)","(248, 248, 255)",2197,24171498,3195477,0.13,0
7750-15.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1207,24171498,1258407,0.05,0
adapter_son_territoire_au_changement_climatique_Guide-45.jpeg,15,"(230, 230, 250)","(240, 255, 240)",2729,17790880,5011969,0.28,0
adapter_son_territoire_au_changement_climatique_Guide-10.jpeg,9,"(230, 230, 250)","(245, 255, 250)",2148,17790880,4185730,0.24,0
HADOPI_RA_2014-2015-107.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4318,21972210,3765441,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-151.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1010,24175632,1410289,0.06,0
Apple_SR_2020_Progress_Report_FR-94.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2545,23375000,3221456,0.14,0
HADOPI_RA_2014-2015-76.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1964,21972210,1751192,0.08,0
immobilier Upside L'atelier  2-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3077,24171498,2001975,0.08,0
plan-actions-climat-energie-bd-93.jpeg,18,"(255, 250, 250)","(250, 240, 230)",3417,24171498,4174615,0.17,0
7750-69.jpeg,4,"(255, 250, 250)","(248, 248, 255)",872,24171498,951631,0.04,0
plan-actions-climat-energie-bd-49.jpeg,16,"(230, 230, 250)","(245, 255, 250)",1841,24171498,3194475,0.13,0
Risques et pollution Programme immo  Clichy-29.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2188,24171498,3447941,0.14,0
Risques et pollution programme immo Gardenia (1)-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2485,24171498,3281896,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-75.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4312,24175632,5314577,0.22,0
Apple_SR_2020_Progress_Report_FR-28.jpeg,1,"(230, 230, 250)",,2247,23375000,2810302,0.12,0
Risques et pollution Programme immo  Clichy-5.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2133,24171498,3764878,0.16,0
7750-70.jpeg,15,"(250, 240, 230)","(255, 250, 250)",2778,24171498,2905828,0.12,0
adapter_son_territoire_au_changement_climatique_Guide-20.jpeg,9,"(240, 255, 240)","(245, 255, 250)",3020,17790880,3650502,0.21,0
